"VARIABLE","Variable","TRANSPORT_MODE","Transport mode","SCENARIO","Scenario","COUNTRY_GROUP","Country group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,24.0087424614334,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,196.301207907587,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,179.722419262405,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,234.148866553544,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,281.824223772557,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,297.314922725318,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,381.462087026147,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,497.040288773721,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,36.2479161004679,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,20.0685125906094,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,35.9358685691607,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,36.905398465913,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,47.280470105619,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,61.1776932602927,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,75.7602900322073,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,223.369499566067,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,239.618604139818,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,220.402684255719,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,225.204114312307,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,286.888286084755,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,343.669654668752,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,434.881626852921,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,21.9301338292729,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,12.8231651239072,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,26.6151092659581,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,27.2280459448943,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,34.555243678081,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,38.9726610251512,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,47.7112561885737,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,196.301207907587,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,179.722419262405,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,234.148866553544,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,302.334358534836,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,334.966923683271,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,447.786170382725,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,653.28263141607,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,36.2479161004679,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,20.0685125906094,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,35.9358685691607,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,39.6073720708302,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,50.3367179563665,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,68.6053818866025,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,86.8560185096237,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,223.369499566067,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,239.618604139818,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,220.402684255719,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,206.53295076455,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,240.403275662894,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,273.109830025528,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,311.400216607527,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,21.9301338292729,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,12.8231651239072,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,26.6151092659581,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,26.2791125196331,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,29.8869242437119,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,29.8815712137194,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,30.6282173958976,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,191.123010612934,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,181.977795158808,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,222.880277235376,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,271.087387295875,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,298.205694285358,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,411.92979623727,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,550.271038096852,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,621.973817410838,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,579.462228318037,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,612.318320981791,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,628.703109694896,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,766.618150842305,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,988.502773359667,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,1160.46533600384,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,59.013237380969,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,61.0814460392866,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,60.2185672559383,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,57.9307158208959,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,73.0437334147376,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,98.8265507642452,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,119.011569962168,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,14.8523275790639,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,7.75497357040161,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,18.6926236894742,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,19.2685763082639,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,23.3806366035494,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,29.1382721859905,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,33.0938065511471,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,191.123010612934,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,181.977795158808,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,222.880277235376,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,289.604667043095,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,332.45412762296,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,507.798632011297,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,727.572255807085,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,621.973817410838,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,579.462228318037,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,612.318320981791,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,599.494886922152,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,696.77904136454,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,841.035518047578,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,927.855427030367,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,59.013237380969,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,61.0814460392866,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,60.2185672559383,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,54.184919981104,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,64.2280305243947,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,83.0026172461246,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,93.9891895079254,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,14.8523275790639,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2020","2020",,,"9","Billions",,,7.75497357040161,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2022","2022",,,"9","Billions",,,18.6926236894742,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2025","2025",,,"9","Billions",,,17.9663376476991,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2030","2030",,,"9","Billions",,,20.4473810531057,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2040","2040",,,"9","Billions",,,23.175442624957,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SEA","Southeast Asia","2050","2050",,,"9","Billions",,,24.0592508114491,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,379.132012731441,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,334.473134517879,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,430.456584005299,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,585.045464416372,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,704.195305421965,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,1069.28559359634,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,1547.81997740692,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,62.702482459069,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,81.2977080740635,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,66.3799613078792,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,74.5409500787931,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,103.588221280338,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,143.187753532288,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,175.108220175607,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,120.855219399675,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,157.882813029762,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,129.278652915828,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,138.554304766673,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,202.269583934688,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,300.023625161578,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,389.668644599601,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,46.3085720368555,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,28.2808786583541,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,49.2098530831265,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,54.5674912803756,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,86.1841843999985,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,129.747489385836,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,166.647153932373,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,379.132012731441,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,334.473134517879,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,430.456584005299,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,604.490315109959,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,744.946688622626,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,1161.97275696326,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,1776.81549003237,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,62.702482459069,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,81.2977080740635,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,66.3799613078792,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,72.9104865390431,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,95.4923217297251,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,126.385875361689,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,147.616433862578,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,120.855219399675,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,157.882813029762,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,129.278652915828,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,123.9200226755,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,163.837317586856,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,217.951217493071,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,242.107407814023,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2019","2019",,,"9","Billions",,,46.3085720368555,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2020","2020",,,"9","Billions",,,28.2808786583541,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2022","2022",,,"9","Billions",,,49.2098530831265,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2025","2025",,,"9","Billions",,,53.8532401572572,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2030","2030",,,"9","Billions",,,78.7252483238242,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2040","2040",,,"9","Billions",,,108.214380324152,,
